id,kod
8136,91-495
8137,91-496
8138,91-497
8139,91-498
8140,91-503
8141,91-504
8142,91-518
8143,91-520
8144,91-527
8145,91-705
8146,91-716
8147,91-717
8148,91-725
8149,91-738
8150,91-744
8151,91-748
8152,91-752
8153,91-754
8154,91-762
8155,91-764
8156,91-765
8157,91-802
8158,91-811
8159,91-817
8160,91-818
8161,91-819
8162,91-836
8163,91-837
8164,91-838
8165,91-843
8166,91-845
8167,91-849
8168,91-850
8169,91-852
8170,91-855
8171,91-857
8172,91-866
8173,91-867
8174,92-002
8175,92-005
8176,92-101
8177,92-108
8178,92-109
8179,92-116
8180,92-203
8181,92-207
8182,92-208
8183,92-229
8184,92-230
8185,92-235
8186,92-301
8187,92-302
8188,92-306
8189,92-310
8190,92-318
8191,92-322
8192,92-328
8193,92-332
8194,92-334
8195,92-402
8196,92-413
8197,92-430
8198,92-433
8199,92-437
8200,92-440
8201,92-446
8202,92-447
8203,92-504
8204,92-508
8205,92-511
8206,92-512
8207,92-524
8208,92-538
8209,92-547
8210,92-555
8211,92-601
8212,92-604
8213,92-610
8214,92-613
8215,92-701
8216,92-720
8217,92-735
8218,92-760
8219,92-770
8220,93-005
8221,93-008
8222,93-009
8223,93-010
8224,93-020
8225,93-024
8226,93-025
8227,93-034
8228,93-100
8229,93-101
8230,93-102
8231,93-118
8232,93-121
8233,93-124
8234,93-126
8235,93-129
8236,93-137
8237,93-138
8238,93-142
8239,93-143
8240,93-144
8241,93-149
8242,93-150
8243,93-154
8244,93-155
8245,93-160
8246,93-161
8247,93-165
8248,93-166
8249,93-167
8250,93-177
8251,93-180
8252,93-188
8253,93-192
8254,93-193
8255,93-203
8256,93-208
8257,93-212
8258,93-213
8259,93-217
8260,93-219
8261,93-221
8262,93-224
8263,93-236
8264,93-237
8265,93-238
8266,93-248
8267,93-253
8268,93-254
8269,93-256
8270,93-259
8271,93-262
8272,93-267
8273,93-272
8274,93-277
8275,93-278
8276,93-279
8277,93-281
8278,93-309
8279,93-317
8280,93-319
8281,93-321
8282,93-322
8283,93-323
8284,93-338
8285,93-347
8286,93-356
8287,93-379
8288,93-404
8289,93-405
8290,93-411
8291,93-418
8292,93-423
8293,93-426
8294,93-429
8295,93-430
8296,93-436
8297,93-459
8298,93-460
8299,93-472
8300,93-478
8301,93-479
8302,93-487
8303,93-490
8304,93-502
8305,93-503
8306,93-510
8307,93-520
8308,93-524
8309,93-533
8310,93-535
8311,93-540
8312,93-547
8313,93-552
8314,93-554
8315,93-558
8316,93-569
8317,93-570
8318,93-583
8319,93-586
8320,93-590
8321,93-642
8322,93-645
8323,93-648
8324,93-900
8325,94-003
8326,94-004
8327,94-011
8328,94-012
8329,94-017
8330,94-024
8331,94-029
8332,94-035
8333,94-036
8334,94-040
8335,94-042
8336,94-043
8337,94-045
8338,94-047
8339,94-050
8340,94-052
8341,94-054
8342,94-056
8343,94-058
8344,94-101
8345,94-102
8346,94-104
8347,94-107
8348,94-128
8349,94-203
8350,94-208
8351,94-214
8352,94-222
8353,94-231
8354,94-234
8355,94-236
8356,94-237
8357,94-238
8358,94-304
8359,95-001
8360,95-002
8361,95-006
8362,95-010
8363,95-011
8364,95-015
8365,95-020
8366,95-030
8367,95-035
8368,95-040
8369,95-041
8370,95-045
8371,95-047
8372,95-050
8373,95-054
8374,95-060
8375,95-061
8376,95-063
8377,95-070
8378,95-071
8379,95-073
8380,95-080
8381,95-081
8382,95-082
8383,95-083
8384,95-100
8385,95-200
8386,95-500
8387,96-100
8388,96-111
8389,96-115
8390,96-116
8391,96-124
8392,96-126
8393,96-127
8394,96-128
8395,96-130
8396,96-200
8397,96-206
8398,96-208
8399,96-214
8400,96-230
8401,96-232
8402,96-300
8403,96-313
8404,96-314
8405,96-315
8406,96-316
8407,96-317
8408,96-320
8409,96-321
8410,96-323
8411,96-325
8412,96-330
8413,96-332
8414,96-341
8415,96-500
8416,96-503
8417,96-512
8418,96-513
8419,96-514
8420,96-515
8421,96-516
8422,96-520
8423,96-521
8424,97-200
8425,97-212
8426,97-213
8427,97-215
8428,97-216
8429,97-217
8430,97-220
8431,97-221
8432,97-225
8433,97-226
8434,97-300
8435,97-306
8436,97-310
8437,97-318
8438,97-319
8439,97-320
8440,97-330
8441,97-340
8442,97-350
8443,97-352
8444,97-360
8445,97-371
8446,97-400
8447,97-403
8448,97-410
8449,97-415
8450,97-420
8451,97-425
8452,97-427
8453,97-438
8454,97-500
8455,97-505
8456,97-510
8457,97-512
8458,97-515
8459,97-524
8460,97-525
8461,97-532
8462,97-540
8463,97-545
8464,97-561
8465,97-565
8466,97-570
8467,98-100
8468,98-105
8469,98-113
8470,98-160
8471,98-161
8472,98-170
8473,98-200
8474,98-215
8475,98-220
8476,98-235
8477,98-240
8478,98-260
8479,98-270
8480,98-273
8481,98-275
8482,98-277
8483,98-285
8484,98-290
8485,98-300
8486,98-310
8487,98-311
8488,98-313
8489,98-320
8490,98-324
8491,98-330
8492,98-331
8493,98-332
8494,98-335
8495,98-337
8496,98-338
8497,98-345
8498,98-346
8499,98-350
8500,98-354
8501,98-355
8502,98-358
8503,98-360
8504,98-400
8505,98-405
8506,98-410
8507,98-420
8508,98-430
8509,98-432
8510,99-100
8511,99-107
8512,99-120
8513,99-122
8514,99-140
8515,99-150
8516,99-200
8517,99-205
8518,99-210
8519,99-220
8520,99-232
8521,99-235
8522,99-300
8523,99-301
8524,99-306
8525,99-307
8526,99-311
8527,99-314
8528,99-319
8529,99-320
8530,99-322
8531,99-335
8532,99-340
8533,99-350
8534,99-352
8535,99-400
8536,99-412
8537,99-413
8538,99-414
8539,99-416
8540,99-417
8541,99-418
8542,99-420
8543,99-423
8544,99-434
8545,99-440
